Datetime,Cancel_Type,Vehicle Type,Ride Distance,Booking Value,is_cancelled,Hour,Is_Weekend,Pickup Location
2024-03-28 09:04:44,Driver Cancelled,Premier Sedan,,,1,9,0,Aya Nagar
2024-04-01 08:24:19,Driver Cancelled,Go Mini,,,1,8,0,INA Market
2024-09-30 07:19:30,Completed,Go Mini,4.74,736.0,0,7,0,Ashok Vihar
2024-11-10 15:02:00,Customer Cancelled,Premier Sedan,,,1,15,1,Maidan Garhi
2024-05-27 08:33:35,Completed,Premier Sedan,39.76,915.0,0,8,0,MG Road
2024-10-12 05:09:18,Completed,Premier Sedan,7.64,825.0,0,5,1,Ghitorni
2024-04-17 01:36:53,Incomplete,Go Sedan,7.61,402.0,1,1,0,Mansarovar Park
2024-12-03 19:15:23,Incomplete,Go Sedan,14.79,286.0,1,19,0,Connaught Place
2024-07-07 18:18:29,No Driver Found,Bike,,,1,18,1,Sarai Kale Khan
2024-05-18 17:06:23,Driver Cancelled,Go Mini,,,1,17,1,Saidulajab
2024-09-18 09:00:27,Driver Cancelled,Premier Sedan,,,1,9,0,Dwarka Sector 21
2024-11-09 17:17:49,Completed,Auto,27.68,993.0,0,17,1,IMT Manesar
2024-03-14 19:30:14,Completed,Go Mini,16.96,243.0,0,19,0,IGNOU Road
2024-01-29 21:49:35,Completed,Bike,40.05,478.0,0,21,0,Sadar Bazar Gurgaon
2024-03-15 17:05:55,Driver Cancelled,Premier Sedan,,,1,17,0,Qutub Minar
2024-09-22 05:17:59,Completed,Go Mini,32.37,162.0,0,5,1,Palam Vihar
2024-06-24 14:04:39,Incomplete,Bike,17.64,1232.0,1,14,0,Paharganj
2024-12-17 06:03:03,Completed,Uber XL,27.24,571.0,0,6,0,AIIMS
2024-05-01 15:02:42,Customer Cancelled,Go Sedan,,,1,15,0,Ardee City
2024-11-25 18:37:57,Completed,Go Mini,27.81,439.0,0,18,0,Ardee City
2024-03-16 19:49:20,Customer Cancelled,Go Sedan,,,1,19,1,Udyog Bhawan
2024-04-13 16:17:12,Driver Cancelled,Go Mini,,,1,16,1,Ghaziabad
2024-12-08 21:24:11,Completed,Go Mini,49.45,255.0,0,21,1,Karkarduma
2024-05-21 14:32:42,Completed,Auto,11.58,418.0,0,14,0,Faridabad Sector 15
2024-01-05 22:39:52,Completed,Premier Sedan,32.26,655.0,0,22,0,Lok Kalyan Marg
2024-03-22 19:26:50,Driver Cancelled,Auto,,,1,19,0,Ambience Mall
2024-11-02 10:50:24,Completed,Premier Sedan,23.51,282.0,0,10,1,Ramesh Nagar
2024-07-02 19:04:26,Completed,Go Mini,44.39,844.0,0,19,0,Chanakyapuri
2024-04-13 14:13:27,Driver Cancelled,eBike,,,1,14,1,Nirman Vihar
2024-04-23 17:25:58,Completed,Go Mini,46.17,299.0,0,17,0,Karol Bagh
2024-04-12 17:27:55,Completed,Premier Sedan,22.64,395.0,0,17,0,Sarai Kale Khan
2024-12-04 12:35:44,Completed,Premier Sedan,11.78,303.0,0,12,0,Gurgaon Railway Station
2024-10-16 07:46:53,Incomplete,Auto,2.4,856.0,1,7,0,Shivaji Park
2024-01-16 20:35:27,Driver Cancelled,Auto,,,1,20,0,IGNOU Road
2024-04-08 11:06:10,Completed,Bike,14.2,941.0,0,11,0,Kashmere Gate ISBT
2024-06-28 19:59:02,Driver Cancelled,eBike,,,1,19,0,Sushant Lok
2024-06-12 16:10:14,Completed,Go Mini,15.34,341.0,0,16,0,Pitampura
2024-08-21 22:00:43,Completed,Go Mini,20.34,73.0,0,22,0,Kalkaji
2024-03-14 15:59:50,Completed,Auto,29.98,472.0,0,15,0,Yamuna Bank
2024-07-22 18:55:58,Driver Cancelled,Bike,,,1,18,0,Kirti Nagar
2024-07-13 19:27:12,Driver Cancelled,Bike,,,1,19,1,Sohna Road
2024-08-07 11:04:57,Completed,Auto,36.13,270.0,0,11,0,Pulbangash
2024-01-26 15:41:27,Driver Cancelled,Go Mini,,,1,15,0,New Delhi Railway Station
2024-05-23 17:27:04,Driver Cancelled,Auto,,,1,17,0,Rajiv Chowk
2024-10-10 12:37:48,Completed,Go Mini,11.64,388.0,0,12,0,Udyog Vihar
2024-07-27 12:50:31,Completed,Auto,45.41,357.0,0,12,1,Vasant Kunj
2024-08-10 08:03:49,Driver Cancelled,Premier Sedan,,,1,8,1,Bahadurgarh
2024-12-24 13:45:08,Completed,Auto,24.29,475.0,0,13,0,Vaishali
2024-01-14 03:00:06,Driver Cancelled,Auto,,,1,3,1,Huda City Centre
2024-10-29 00:17:36,Completed,Go Sedan,25.98,235.0,0,0,0,Shastri Park
2024-02-02 00:31:27,Completed,Premier Sedan,22.08,96.0,0,0,0,Paharganj
2024-06-04 17:05:22,Completed,Premier Sedan,32.57,113.0,0,17,0,Kanhaiya Nagar
2024-09-17 12:36:32,Completed,Go Sedan,34.75,101.0,0,12,0,Panchsheel Park
2024-09-28 10:06:58,Completed,Go Mini,7.21,737.0,0,10,1,Sarai Kale Khan
2024-09-03 12:08:58,Customer Cancelled,Bike,,,1,12,0,Akshardham
2024-08-20 05:02:55,Completed,Bike,24.76,218.0,0,5,0,RK Puram
2024-07-25 18:29:39,Completed,Go Sedan,17.82,183.0,0,18,0,Mehrauli
2024-05-07 16:22:53,Completed,Premier Sedan,17.14,53.0,0,16,0,Chirag Delhi
2024-09-29 13:38:41,Completed,Bike,11.36,1013.0,0,13,1,Gwal Pahari
2024-06-06 10:29:11,Customer Cancelled,Go Mini,,,1,10,0,Nirman Vihar
2024-06-10 20:48:57,Completed,Go Mini,17.92,115.0,0,20,0,Jhilmil
2024-09-24 10:59:50,Completed,Premier Sedan,35.64,373.0,0,10,0,Satguru Ram Singh Marg
2024-11-27 11:56:17,Completed,eBike,39.1,481.0,0,11,0,Jahangirpuri
2024-03-05 22:02:16,Driver Cancelled,Bike,,,1,22,0,New Delhi Railway Station
2024-10-27 20:47:32,Completed,Premier Sedan,14.66,261.0,0,20,1,Karkarduma
2024-07-29 11:15:18,Completed,Go Mini,10.94,292.0,0,11,0,Paschim Vihar
2024-10-18 20:11:21,Completed,Premier Sedan,7.69,251.0,0,20,0,IMT Manesar
2024-07-02 13:47:11,No Driver Found,Auto,,,1,13,0,Bahadurgarh
2024-06-25 18:59:32,Completed,Uber XL,37.86,325.0,0,18,0,Shivaji Park
2024-10-20 10:15:07,Completed,Go Mini,15.55,394.0,0,10,1,Ardee City
2024-10-05 16:38:10,No Driver Found,Go Mini,,,1,16,1,Sadar Bazar Gurgaon
2024-06-12 13:28:55,Completed,Premier Sedan,13.36,554.0,0,13,0,Indirapuram
2024-06-20 22:20:14,Customer Cancelled,Auto,,,1,22,0,Lok Kalyan Marg
2024-02-12 19:24:02,Driver Cancelled,Go Sedan,,,1,19,0,Ardee City
2024-04-22 11:23:13,Completed,Go Sedan,40.04,168.0,0,11,0,Vishwavidyalaya
2024-06-06 16:43:37,Completed,Auto,43.28,418.0,0,16,0,Subhash Chowk
2024-12-07 21:29:30,Completed,Auto,48.86,387.0,0,21,1,Subhash Chowk
2024-08-29 17:36:00,Driver Cancelled,Go Mini,,,1,17,0,Maidan Garhi
2024-03-18 09:14:20,Completed,Go Mini,9.56,341.0,0,9,0,Vatika Chowk
2024-06-19 11:32:13,Incomplete,Go Mini,11.56,133.0,1,11,0,Botanical Garden
2024-04-17 19:26:52,No Driver Found,Go Sedan,,,1,19,0,Azadpur
2024-06-26 14:02:14,Completed,Auto,40.13,879.0,0,14,0,Jor Bagh
2024-06-05 09:50:40,Completed,Bike,39.06,283.0,0,9,0,IIT Delhi
2024-10-02 13:39:47,Completed,Auto,41.16,637.0,0,13,0,Madipur
2024-03-22 15:24:22,Completed,Auto,15.91,399.0,0,15,0,Sultanpur
2024-10-19 21:59:18,Driver Cancelled,Go Mini,,,1,21,1,Badshahpur
2024-01-08 18:31:04,Completed,Bike,46.83,338.0,0,18,0,Kalkaji
2024-02-01 14:41:37,No Driver Found,Auto,,,1,14,0,AIIMS
2024-08-30 21:20:33,Driver Cancelled,Auto,,,1,21,0,Karkarduma
2024-05-16 05:38:22,Completed,Go Sedan,33.97,87.0,0,5,0,Pulbangash
2024-12-20 09:07:26,Completed,Go Mini,7.34,697.0,0,9,0,Saket
2024-08-11 16:27:29,Incomplete,Bike,7.48,476.0,1,16,1,Gwal Pahari
2024-08-19 11:47:16,Completed,Bike,9.69,120.0,0,11,0,Panchsheel Park
2024-11-27 09:20:02,Completed,Auto,17.44,219.0,0,9,0,Khan Market
2024-02-09 19:45:56,Customer Cancelled,Auto,,,1,19,0,Raj Nagar Extension
2024-09-02 20:07:48,Completed,Bike,5.39,779.0,0,20,0,Palam Vihar
2024-01-20 18:38:09,Completed,Go Sedan,30.75,1026.0,0,18,1,Yamuna Bank
2024-06-14 15:09:00,Driver Cancelled,eBike,,,1,15,0,Kashmere Gate
2024-12-01 18:05:37,Driver Cancelled,Bike,,,1,18,1,GTB Nagar
2024-10-30 09:03:35,Completed,Bike,10.04,534.0,0,9,0,DLF City Court
2024-07-29 07:19:17,Driver Cancelled,Auto,,,1,7,0,Samaypur Badli
2024-07-04 07:25:01,Completed,Auto,7.8,98.0,0,7,0,Jama Masjid
2024-09-15 19:55:19,Completed,Bike,45.69,690.0,0,19,1,Greater Kailash
2024-02-07 06:46:51,Driver Cancelled,Premier Sedan,,,1,6,0,Udyog Vihar
2024-06-26 11:59:21,Driver Cancelled,Go Sedan,,,1,11,0,Kalkaji
2024-07-12 17:49:57,Completed,Go Sedan,2.86,394.0,0,17,0,Kashmere Gate ISBT
2024-11-27 07:15:31,Completed,Go Mini,3.68,632.0,0,7,0,Green Park
2024-04-01 07:55:44,Completed,Go Mini,24.01,951.0,0,7,0,Keshav Puram
2024-11-12 15:24:36,Completed,Go Mini,43.23,561.0,0,15,0,Sarai Kale Khan
2024-06-28 18:24:34,Completed,Auto,3.83,333.0,0,18,0,Udyog Vihar
2024-10-08 10:39:14,Completed,eBike,9.0,90.0,0,10,0,Kashmere Gate ISBT
2024-04-07 17:32:33,Completed,Bike,41.47,902.0,0,17,1,Gurgaon Railway Station
2024-06-20 18:56:58,Completed,Go Sedan,33.35,326.0,0,18,0,Azadpur
2024-03-09 09:36:02,Completed,Auto,29.52,1236.0,0,9,1,ITO
2024-10-27 16:45:13,Completed,Go Mini,44.7,1154.0,0,16,1,Narsinghpur
2024-04-06 17:22:19,Completed,eBike,28.76,519.0,0,17,1,Mandi House
2024-06-24 14:26:50,Completed,Auto,11.0,868.0,0,14,0,Jahangirpuri
2024-01-16 10:04:38,Completed,Bike,11.83,436.0,0,10,0,Hauz Rani
2024-07-09 12:05:55,Driver Cancelled,Uber XL,,,1,12,0,Azadpur
2024-04-02 22:45:58,Completed,eBike,38.81,144.0,0,22,0,Moti Nagar
2024-12-26 08:04:18,Completed,Uber XL,46.09,452.0,0,8,0,Dwarka Sector 21
2024-10-04 05:10:55,Completed,eBike,46.36,211.0,0,5,0,Moti Nagar
2024-06-12 10:01:49,Completed,Bike,15.48,454.0,0,10,0,Saket A Block
2024-03-09 19:59:56,Completed,Go Mini,24.56,323.0,0,19,1,Ashram
2024-01-09 18:39:47,Completed,Go Sedan,33.3,298.0,0,18,0,Khan Market
2024-07-25 22:53:29,Completed,Go Mini,27.15,261.0,0,22,0,Nawada
2024-11-20 06:55:35,Completed,Bike,34.58,241.0,0,6,0,Tis Hazari
2024-01-04 21:39:23,Completed,Auto,32.89,382.0,0,21,0,Botanical Garden
2024-06-20 21:52:53,Completed,Go Sedan,5.24,477.0,0,21,0,Lok Kalyan Marg
2024-11-13 05:35:18,Driver Cancelled,Go Sedan,,,1,5,0,Udyog Bhawan
2024-02-01 15:55:46,Customer Cancelled,Go Mini,,,1,15,0,Jasola
2024-12-07 11:00:10,Driver Cancelled,Uber XL,,,1,11,1,Seelampur
2024-08-21 22:39:18,Driver Cancelled,Go Sedan,,,1,22,0,Kirti Nagar
2024-01-20 07:37:47,Completed,Premier Sedan,9.27,1573.0,0,7,1,Manesar
2024-05-03 13:14:12,Completed,Go Mini,42.2,1597.0,0,13,0,Patel Chowk
2024-04-15 20:54:48,Completed,Go Mini,19.35,388.0,0,20,0,Khandsa
2024-11-15 21:23:46,Driver Cancelled,Go Mini,,,1,21,0,Nawada
2024-01-26 09:59:06,No Driver Found,Go Sedan,,,1,9,0,Jahangirpuri
2024-05-24 16:54:08,Completed,Auto,18.79,1811.0,0,16,0,DLF City Court
2024-10-17 21:37:18,Driver Cancelled,Bike,,,1,21,0,Kashmere Gate
2024-09-24 21:30:59,Completed,Go Sedan,24.93,303.0,0,21,0,INA Market
2024-03-06 15:28:42,Completed,Auto,12.08,560.0,0,15,0,Karol Bagh
2024-07-13 09:38:26,Completed,Premier Sedan,44.57,310.0,0,9,1,DLF City Court
2024-12-23 09:55:06,No Driver Found,Go Mini,,,1,9,0,Hauz Khas
2024-10-18 17:29:17,No Driver Found,Go Sedan,,,1,17,0,Kirti Nagar
2024-08-04 02:04:27,Completed,Auto,14.82,570.0,0,2,1,Tughlakabad
2024-06-18 19:51:41,Completed,Go Mini,32.09,305.0,0,19,0,Lal Quila
2024-01-19 23:44:11,Driver Cancelled,Bike,,,1,23,0,Govindpuri
2024-03-26 17:54:15,Completed,Go Mini,31.25,278.0,0,17,0,Barakhamba Road
2024-08-09 15:05:28,Completed,Go Sedan,10.08,921.0,0,15,0,Janakpuri
2024-12-06 17:38:54,Completed,Go Sedan,24.79,438.0,0,17,0,Paharganj
2024-04-22 23:32:58,Completed,Bike,38.79,303.0,0,23,0,Vaishali
2024-02-19 07:44:34,Completed,Uber XL,33.95,70.0,0,7,0,Rajouri Garden
2024-05-10 14:55:17,Completed,Auto,43.28,851.0,0,14,0,Bahadurgarh
2024-12-22 07:40:18,Driver Cancelled,Go Sedan,,,1,7,1,Kaushambi
2024-02-21 15:19:25,Completed,Auto,32.9,390.0,0,15,0,Hero Honda Chowk
2024-02-19 18:30:47,Customer Cancelled,Auto,,,1,18,0,ITO
2024-03-27 13:56:55,Completed,Go Mini,41.65,314.0,0,13,0,Subhash Nagar
2024-12-03 16:42:45,Completed,Go Mini,6.47,432.0,0,16,0,Chanakyapuri
2024-11-28 17:19:52,Incomplete,Premier Sedan,13.49,313.0,1,17,0,Bahadurgarh
2024-05-15 16:16:13,Incomplete,Premier Sedan,14.62,513.0,1,16,0,Mayur Vihar
2024-08-08 16:14:51,Driver Cancelled,Premier Sedan,,,1,16,0,Kherki Daula Toll
2024-11-28 21:37:34,Driver Cancelled,Go Mini,,,1,21,0,Karol Bagh
2024-01-06 16:24:24,Completed,Premier Sedan,22.17,468.0,0,16,1,AIIMS
2024-05-21 14:52:27,Completed,Auto,47.81,184.0,0,14,0,Punjabi Bagh
2024-08-20 20:20:17,No Driver Found,Go Sedan,,,1,20,0,Gurgaon Sector 56
2024-05-23 12:53:38,Driver Cancelled,Premier Sedan,,,1,12,0,Panchsheel Park
2024-03-29 18:09:10,Driver Cancelled,Go Sedan,,,1,18,0,Dwarka Sector 21
2024-01-11 16:55:38,Completed,eBike,49.45,72.0,0,16,0,Chandni Chowk
2024-08-08 01:31:42,Driver Cancelled,Go Mini,,,1,1,0,Old Gurgaon
2024-07-13 20:04:47,Driver Cancelled,Premier Sedan,,,1,20,1,Punjabi Bagh
2024-11-01 14:30:15,Completed,Go Sedan,20.88,364.0,0,14,0,Indirapuram
2024-11-05 17:32:53,Customer Cancelled,Premier Sedan,,,1,17,0,Greater Kailash
2024-02-29 11:18:46,Completed,Auto,38.18,296.0,0,11,0,Vishwavidyalaya
2024-03-22 07:47:16,Completed,Go Sedan,40.11,971.0,0,7,0,Aya Nagar
2024-09-03 23:25:14,Completed,Auto,47.33,684.0,0,23,0,Vasant Kunj
2024-04-08 21:13:16,Completed,Auto,14.82,65.0,0,21,0,Govindpuri
2024-05-31 23:45:46,No Driver Found,Auto,,,1,23,0,Govindpuri
2024-03-26 12:11:44,No Driver Found,Auto,,,1,12,0,Mandi House
2024-07-30 07:37:31,Driver Cancelled,Bike,,,1,7,0,Welcome
2024-08-27 20:20:37,Completed,Auto,42.24,517.0,0,20,0,Lajpat Nagar
2024-03-22 18:20:16,Customer Cancelled,Auto,,,1,18,0,IGNOU Road
2024-08-20 06:39:13,Completed,Go Sedan,8.87,354.0,0,6,0,IGI Airport
2024-06-20 19:08:14,Driver Cancelled,Uber XL,,,1,19,0,Anand Vihar
2024-04-09 15:49:03,Completed,Go Sedan,23.35,98.0,0,15,0,RK Puram
2024-02-10 05:54:47,Driver Cancelled,Go Mini,,,1,5,1,GTB Nagar
2024-05-02 14:24:23,Completed,Premier Sedan,9.06,621.0,0,14,0,Khandsa
2024-05-11 23:15:35,Completed,Bike,21.72,86.0,0,23,1,Malviya Nagar
2024-02-19 19:18:46,Completed,Bike,16.25,247.0,0,19,0,Nehru Place
2024-12-17 22:35:16,Completed,Premier Sedan,36.09,920.0,0,22,0,Bahadurgarh
2024-11-05 19:06:07,No Driver Found,Auto,,,1,19,0,Jama Masjid
2024-01-11 20:36:44,Completed,Auto,8.13,313.0,0,20,0,Sikanderpur
2024-05-31 11:01:27,Completed,Auto,8.89,200.0,0,11,0,Shastri Nagar
2024-03-03 09:39:48,Incomplete,Auto,1.24,265.0,1,9,1,DLF City Court
2024-06-30 11:16:58,Completed,eBike,28.5,542.0,0,11,1,Yamuna Bank
2024-01-24 20:00:34,Completed,Premier Sedan,20.88,145.0,0,20,0,Qutub Minar
2024-03-11 21:45:36,Completed,Go Mini,20.63,422.0,0,21,0,Uttam Nagar
2024-04-07 21:03:36,Completed,Go Mini,17.97,244.0,0,21,1,Saket
2024-02-01 10:08:46,Completed,eBike,38.48,270.0,0,10,0,South Extension
2024-05-07 19:58:36,Completed,Premier Sedan,44.13,334.0,0,19,0,Vaishali
2024-12-01 07:31:12,Completed,eBike,38.35,509.0,0,7,1,Chanakyapuri
2024-07-20 19:24:23,Customer Cancelled,Bike,,,1,19,1,Cyber Hub
2024-10-17 16:16:24,Driver Cancelled,eBike,,,1,16,0,Mayur Vihar
2024-03-09 22:08:46,Driver Cancelled,Go Sedan,,,1,22,1,Gurgaon Railway Station
2024-12-22 17:53:33,Driver Cancelled,Bike,,,1,17,1,Keshav Puram
2024-03-19 01:33:02,Completed,Auto,44.22,174.0,0,1,0,Saket A Block
2024-05-17 12:24:59,Completed,Auto,14.41,445.0,0,12,0,Moolchand
2024-06-21 18:00:38,Completed,Bike,38.03,222.0,0,18,0,Basai Dhankot
2024-11-23 11:53:52,Completed,Auto,42.42,825.0,0,11,1,Udyog Vihar
2024-07-03 19:23:23,Customer Cancelled,Auto,,,1,19,0,Mayur Vihar
2024-06-14 21:40:34,Driver Cancelled,Go Sedan,,,1,21,0,Anand Vihar ISBT
2024-12-04 08:18:57,Customer Cancelled,Auto,,,1,8,0,Huda City Centre
2024-11-19 19:46:28,Completed,Premier Sedan,33.66,380.0,0,19,0,Rajiv Nagar
2024-10-04 18:05:26,Completed,Go Sedan,48.33,440.0,0,18,0,Vishwavidyalaya
2024-05-20 09:22:38,Driver Cancelled,Premier Sedan,,,1,9,0,Udyog Vihar
2024-12-11 15:14:18,Completed,Bike,15.99,826.0,0,15,0,ITO
2024-12-02 17:58:35,Completed,Auto,17.61,307.0,0,17,0,INA Market
2024-06-16 17:06:25,Completed,Uber XL,3.77,326.0,0,17,1,Khandsa
2024-07-02 17:03:16,Completed,Auto,7.89,894.0,0,17,0,Rohini West
2024-05-15 17:48:32,Completed,Go Mini,12.99,455.0,0,17,0,Jor Bagh
2024-12-27 16:40:56,No Driver Found,Auto,,,1,16,0,New Delhi Railway Station
2024-08-02 13:57:56,Completed,Auto,42.48,87.0,0,13,0,AIIMS
2024-06-03 06:10:35,Completed,Auto,21.01,327.0,0,6,0,Vishwavidyalaya
2024-05-21 20:59:08,Driver Cancelled,Go Mini,,,1,20,0,Chanakyapuri
2024-03-21 18:57:32,No Driver Found,Auto,,,1,18,0,Ashram
2024-01-23 10:34:56,Driver Cancelled,Auto,,,1,10,0,Saket
2024-02-23 19:37:15,Customer Cancelled,Uber XL,,,1,19,0,Rajiv Chowk
2024-11-13 17:37:33,Incomplete,Go Mini,14.1,954.0,1,17,0,Lal Quila
2024-12-10 09:09:41,Customer Cancelled,Go Mini,,,1,9,0,RK Puram
2024-05-04 20:43:19,Driver Cancelled,Go Sedan,,,1,20,1,Kalkaji
2024-05-15 09:32:36,Completed,Go Sedan,12.53,1565.0,0,9,0,Subhash Nagar
2024-12-07 17:42:20,Driver Cancelled,Auto,,,1,17,1,Karkarduma
2024-04-16 20:36:36,Completed,Auto,36.68,350.0,0,20,0,DLF Phase 3
2024-01-12 17:26:25,Customer Cancelled,Go Mini,,,1,17,0,Anand Vihar
2024-09-13 16:10:47,Completed,Auto,12.41,333.0,0,16,0,IMT Manesar
2024-02-17 00:15:50,Driver Cancelled,Go Sedan,,,1,0,1,Noida Sector 18
2024-05-01 11:02:00,Completed,Go Mini,16.03,915.0,0,11,0,Hauz Rani
2024-11-25 18:20:19,Completed,Bike,44.97,69.0,0,18,0,Udyog Vihar Phase 4
2024-09-26 22:27:32,Completed,Go Mini,31.56,329.0,0,22,0,Subhash Nagar
2024-08-26 08:20:46,Driver Cancelled,Go Mini,,,1,8,0,Meerut
2024-07-12 17:04:45,Completed,Bike,3.97,956.0,0,17,0,Shahdara
2024-02-29 07:46:00,Completed,Go Mini,45.55,400.0,0,7,0,Jhilmil
2024-01-01 20:54:42,Driver Cancelled,Auto,,,1,20,0,Lal Quila
2024-12-07 07:45:54,Incomplete,Auto,18.01,293.0,1,7,1,Golf Course Road
2024-12-25 12:48:03,Completed,Bike,2.03,812.0,0,12,0,Barakhamba Road
2024-12-08 08:34:17,Completed,Go Mini,45.38,573.0,0,8,1,Chirag Delhi
2024-01-03 13:37:55,Completed,Uber XL,6.57,77.0,0,13,0,Tagore Garden
2024-05-29 10:02:48,Completed,Go Mini,30.51,323.0,0,10,0,Green Park
2024-12-19 08:28:44,Completed,Bike,31.91,652.0,0,8,0,Adarsh Nagar
2024-09-02 16:24:46,Completed,Go Mini,44.86,315.0,0,16,0,IGNOU Road
2024-03-19 16:29:16,Driver Cancelled,Auto,,,1,16,0,Vaishali
2024-11-29 08:51:57,Completed,Auto,12.09,153.0,0,8,0,Malviya Nagar
2024-10-08 13:34:57,Driver Cancelled,Bike,,,1,13,0,Model Town
2024-11-28 22:16:28,Completed,Go Mini,42.52,448.0,0,22,0,Peeragarhi
2024-11-26 07:38:40,Completed,Uber XL,26.04,416.0,0,7,0,Ardee City
2024-11-06 12:22:19,Completed,Go Mini,39.48,287.0,0,12,0,GTB Nagar
2024-10-02 11:07:51,Driver Cancelled,Premier Sedan,,,1,11,0,Anand Vihar
2024-09-30 20:55:56,Completed,Bike,47.32,146.0,0,20,0,Vatika Chowk
2024-09-20 21:27:46,Driver Cancelled,Go Sedan,,,1,21,0,Peeragarhi
2024-10-31 10:30:30,No Driver Found,eBike,,,1,10,0,Old Gurgaon
2024-05-08 11:47:14,Incomplete,Auto,16.43,233.0,1,11,0,Sushant Lok
2024-03-13 21:51:53,Completed,Auto,34.5,103.0,0,21,0,IFFCO Chowk
2024-02-22 04:25:55,Completed,Auto,23.02,269.0,0,4,0,Adarsh Nagar
2024-05-06 06:49:02,Completed,Go Mini,17.8,1356.0,0,6,0,Dwarka Sector 21
2024-11-19 23:50:32,Completed,Bike,40.2,116.0,0,23,0,Dwarka Mor
2024-02-10 18:06:21,Completed,Go Mini,12.71,1022.0,0,18,1,Central Secretariat
2024-05-19 09:42:35,Completed,eBike,4.83,163.0,0,9,1,Manesar
2024-03-22 16:23:23,Driver Cancelled,Go Mini,,,1,16,0,Moolchand
2024-07-14 09:45:13,Completed,Bike,13.0,294.0,0,9,1,Indirapuram
2024-07-05 20:49:43,No Driver Found,Auto,,,1,20,0,Shastri Nagar
2024-11-15 11:25:03,Driver Cancelled,eBike,,,1,11,0,New Colony
2024-07-04 18:40:20,Incomplete,Auto,15.3,285.0,1,18,0,Sushant Lok
2024-06-06 09:26:16,Completed,Go Sedan,31.35,409.0,0,9,0,Lajpat Nagar
2024-03-31 10:48:13,Driver Cancelled,Go Mini,,,1,10,1,Model Town
2024-09-22 18:06:22,Completed,Bike,35.71,341.0,0,18,1,Anand Vihar
2024-08-18 17:26:21,Completed,Go Mini,31.92,300.0,0,17,1,Paharganj
2024-01-11 16:22:55,Completed,Go Mini,10.06,280.0,0,16,0,Keshav Puram
2024-12-20 09:08:27,Completed,Bike,43.52,409.0,0,9,0,Vaishali
2024-11-01 20:58:13,Completed,Auto,10.82,372.0,0,20,0,Shivaji Park
2024-02-06 18:31:45,Incomplete,Premier Sedan,7.12,592.0,1,18,0,Ambience Mall
2024-07-16 10:05:52,Completed,Go Mini,6.4,256.0,0,10,0,Sushant Lok
2024-11-10 22:13:06,Completed,Go Mini,15.95,1474.0,0,22,1,Anand Vihar ISBT
2024-02-10 07:18:19,Completed,Premier Sedan,20.41,275.0,0,7,1,Sonipat
2024-01-30 12:00:37,Incomplete,Go Mini,7.79,156.0,1,12,0,INA Market
2024-02-17 21:04:38,Completed,Bike,6.95,1670.0,0,21,1,Tagore Garden
2024-04-26 09:20:33,Completed,Bike,25.85,77.0,0,9,0,Anand Vihar
2024-08-18 08:54:46,Completed,Go Mini,37.53,793.0,0,8,1,Kadarpur
2024-07-04 13:44:03,Driver Cancelled,Go Mini,,,1,13,0,Rajiv Chowk
2024-09-15 18:54:06,Driver Cancelled,Bike,,,1,18,1,Ghaziabad
2024-07-20 09:58:01,Completed,Go Sedan,34.78,956.0,0,9,1,Saket A Block
2024-11-01 04:38:01,Completed,Premier Sedan,45.96,357.0,0,4,0,Jahangirpuri
2024-11-25 15:20:11,Customer Cancelled,eBike,,,1,15,0,Rohini West
2024-06-21 14:01:50,Customer Cancelled,Go Sedan,,,1,14,0,Cyber Hub
2024-04-16 18:49:07,Completed,Auto,24.2,661.0,0,18,0,Dilshad Garden
2024-06-26 14:29:00,Completed,Premier Sedan,2.63,74.0,0,14,0,Inderlok
2024-07-17 18:20:38,Completed,Go Mini,45.46,286.0,0,18,0,Anand Vihar
2024-06-20 13:40:42,Driver Cancelled,Go Sedan,,,1,13,0,Ashok Vihar
2024-08-02 17:13:55,Completed,Bike,2.67,201.0,0,17,0,Central Secretariat
2024-11-02 19:28:38,Incomplete,Go Sedan,10.54,873.0,1,19,1,Badarpur
2024-12-17 10:40:28,Completed,Go Sedan,23.11,425.0,0,10,0,Botanical Garden
2024-12-01 12:30:26,Completed,Go Sedan,38.42,337.0,0,12,1,Qutub Minar
2024-08-16 08:26:23,Completed,Auto,45.79,671.0,0,8,0,Anand Vihar ISBT
2024-07-02 11:21:04,Completed,Uber XL,18.33,463.0,0,11,0,Rohini
2024-07-18 17:16:42,Customer Cancelled,Auto,,,1,17,0,Munirka
2024-08-14 18:16:12,Customer Cancelled,Go Mini,,,1,18,0,Mayur Vihar
2024-01-13 09:38:25,Completed,Auto,11.13,334.0,0,9,1,Karol Bagh
2024-12-15 21:37:55,Completed,Premier Sedan,49.32,737.0,0,21,1,Ambience Mall
2024-02-12 05:55:42,Completed,Auto,16.15,689.0,0,5,0,Shahdara
2024-11-29 14:19:17,Completed,eBike,44.84,387.0,0,14,0,ITO
2024-08-25 12:05:23,Completed,Bike,38.82,1150.0,0,12,1,INA Market
2024-06-13 20:33:59,Completed,Auto,22.87,708.0,0,20,0,Huda City Centre
2024-04-30 10:15:48,Completed,eBike,22.29,952.0,0,10,0,Jor Bagh
2024-02-08 15:04:38,Completed,Auto,2.68,230.0,0,15,0,Sadar Bazar Gurgaon
2024-04-15 09:51:47,Completed,Go Mini,31.17,303.0,0,9,0,Indirapuram
